Nest,Chick,Date,Age,Beak,Sex,Year,Lat,Long
I4,R20,31,23,103.5,U,2012,206,606
I4,R20,38,30,131.9,U,2012,206,606
I4,R20,44,36,149.1,U,2012,206,606
I4,R20,51,43,162,U,2012,206,606
I4,R21,11,3,49.2,U,2012,206,606
I4,R21,18,10,60.6,U,2012,206,606
I4,R21,21,13,72.3,U,2012,206,606
I4,R21,26,18,81.3,U,2012,206,606
I4,R21,28,20,85.1,U,2012,206,606
I4,R21,31,23,97.7,U,2012,206,606
I4,R21,38,30,120.2,U,2012,206,606
I4,R21,44,36,140.1,U,2012,206,606
I4,R21,51,43,154,U,2012,206,606
I4,R22,11,2,47.7,U,2012,206,606
I4,R22,18,9,58.2,U,2012,206,606
I4,R22,21,12,64.2,U,2012,206,606
I4,R22,26,17,74.1,U,2012,206,606
I4,R22,28,19,78.2,U,2012,206,606
I4,R22,31,22,83.7,U,2012,206,606
I4,R22,38,29,101.4,U,2012,206,606
I4,R22,44,35,112.3,U,2012,206,606
I4,R22,51,42,126.2,U,2012,206,606
I4,R83,21,2,50.8,U,2012,206,606
G1,R6,11,6,45.9,Female,2012,302,745
G1,R6,14,9,57.7,Female,2012,302,745
G1,R6,18,13,63.5,Female,2012,302,745
G1,R6,21,16,73,Female,2012,302,745
G1,R6,25,20,83.2,Female,2012,302,745
G1,R6,28,23,93.1,Female,2012,302,745
G1,R6,38,33,126.4,Female,2012,302,745
G1,R6,40,35,133.4,Female,2012,302,745
G1,R6,47,42,156.2,Female,2012,302,745
G1,R7,11,5,47.6,U,2012,302,745
G1,R7,14,8,58.8,U,2012,302,745
G1,R7,18,12,65.1,U,2012,302,745
G1,R7,21,15,67.8,U,2012,302,745
G1,R7,25,19,77.7,U,2012,302,745
G1,R7,28,22,87.1,U,2012,302,745
G1,R7,38,32,115.3,U,2012,302,745
G1,R7,47,41,138.3,U,2012,302,745
G1,R8,11,4,47.3,Male,2012,302,745
G1,R8,14,7,56.2,Male,2012,302,745
G1,R8,18,11,61.5,Male,2012,302,745
G1,R8,21,14,70.6,Male,2012,302,745
G1,R8,25,18,77.2,Male,2012,302,745
G1,R8,28,21,87.3,Male,2012,302,745
G1,R8,38,31,124.7,Male,2012,302,745
G1,R8,40,33,125.2,Male,2012,302,745
G1,R8,47,40,153,Male,2012,302,745
G1,R9,11,3,44.8,U,2012,302,745
G1,R9,14,6,54,U,2012,302,745
G1,R9,18,10,58.6,U,2012,302,745
G1,R9,21,13,61.9,U,2012,302,745
G1,R9,25,17,68.1,U,2012,302,745
G1,R9,28,20,73.4,U,2012,302,745
G1,R9,38,30,96.9,U,2012,302,745
G1,R9,47,39,126.3,U,2012,302,745
G2,R91,21,2,51.6,Male,2012,293,733
G2,R91,25,6,62.7,Male,2012,293,733
G2,R91,28,9,73.3,Male,2012,293,733
G2,R91,31,12,84.8,Male,2012,293,733
G2,R91,38,19,114.6,Male,2012,293,733
G2,R91,47,28,150.2,Male,2012,293,733
G2,R91,61,42,179,Male,2012,293,733
G2,R92,21,1,47,U,2012,293,733
G2,R92,25,5,51.6,U,2012,293,733
G2,R92,28,8,61,U,2012,293,733
G2,R92,31,11,69.8,U,2012,293,733
G2,R92,38,18,94.7,U,2012,293,733
G2,R92,47,27,126.3,U,2012,293,733
G2,R138,25,3,49.3,U,2012,293,733
G2,R138,28,6,54.7,U,2012,293,733
G2,R138,31,9,61.4,U,2012,293,733
G2,R138,38,16,80.4,U,2012,293,733
G2,R138,17,25,109.1,U,2012,293,733
G2,R138,31,39,139,U,2012,293,733
G3,R76,18,4,53.4,U,2012,264,696
G3,R76,21,7,60.1,U,2012,264,696
G3,R76,25,11,76.3,U,2012,264,696
G3,R76,28,14,79.1,U,2012,264,696
G3,R76,31,17,88.6,U,2012,264,696
G3,R76,38,24,112.9,U,2012,264,696
G3,R76,47,33,142.7,U,2012,264,696
G3,R76,55,41,151,U,2012,264,696
G3,R76,61,47,162,U,2012,264,696
G3,R77,18,3,52.5,U,2012,264,696
G3,R77,21,6,58.3,U,2012,264,696
G3,R77,25,10,77.3,U,2012,264,696
G3,R77,28,13,78.4,U,2012,264,696
G3,R77,31,16,87.3,U,2012,264,696
G3,R77,38,23,106.8,U,2012,264,696
G3,R77,47,32,136.9,U,2012,264,696
G3,R77,55,40,149,U,2012,264,696
G3,R77,61,46,164,U,2012,264,696
G3,R78,18,3,50.7,U,2012,264,696
G3,R78,21,6,57.2,U,2012,264,696
G3,R78,28,13,79.6,U,2012,264,696
G3,R78,31,16,88.8,U,2012,264,696
G3,R78,38,23,117.2,U,2012,264,696
G3,R78,47,32,136,U,2012,264,696
G3,R78,55,40,157,U,2012,264,696
G3,R78,61,46,169,U,2012,264,696
G3,R79,18,2,48.7,Male,2012,264,696
G3,R79,21,5,52.2,Male,2012,264,696
G3,R79,28,12,66.3,Male,2012,264,696
G3,R79,31,15,74.4,Male,2012,264,696
G3,R79,38,22,93.3,Male,2012,264,696
G3,R79,47,31,121.5,Male,2012,264,696
G3,R79,55,39,137.9,Male,2012,264,696
G3,R79,61,45,152,Male,2012,264,696
G3,R93,21,2,48.4,U,2012,264,696
G3,R93,28,9,63.9,U,2012,264,696
G3,R93,31,12,72.7,U,2012,264,696
G3,R93,38,19,89,U,2012,264,696
G3,R93,47,28,115.9,U,2012,264,696
G3,R93,55,36,141.6,U,2012,264,696
G3,R93,61,42,156,U,2012,264,696
